"gene_id","weight"
"TcCLB.503811.45",NA
"TcCLB.503811.45",1
"TcCLB.503811.45",1
"TcCLB.509537.20",0.180707141801003
"TcCLB.508723.50",0.180526940154064
"TcCLB.503833.50",0.178899187189415
"TcCLB.508169.90",0.178502011770582
"TcCLB.504101.10",0.175976882337361
"TcCLB.509455.100",0.175510218960952
"TcCLB.511573.20",0.174112300798769
"TcCLB.507669.160",0.173622509742846
"TcCLB.506661.40",0.173194378574936
