"gene_id","weight"
"TcCLB.506113.80",NA
"TcCLB.506113.80",1
"TcCLB.506113.80",1
"TcCLB.508687.25",0.463261642539587
"TcCLB.508831.250",0.463100657511522
"TcCLB.511473.9",0.462790884467301
"TcCLB.509205.100",0.462648036112383
"TcCLB.506929.10",0.462627042162162
"TcCLB.511677.10",0.462468188681401
"TcCLB.510607.75",0.462366688986395
"TcCLB.503909.19",0.462184517758668
"TcCLB.509919.9",0.462071458899611
