"gene_id","weight"
"TcCLB.508835.10",NA
"TcCLB.508835.10",1
"TcCLB.508835.10",1
"TcCLB.508831.250",0.466117156959551
"TcCLB.503909.19",0.465231117115225
"TcCLB.508837.34",0.465137211980499
"TcCLB.509919.9",0.465126731069836
"TcCLB.506929.10",0.46508641646847
"TcCLB.511677.10",0.465009474514734
"TcCLB.508687.25",0.464835729729809
"TcCLB.511473.9",0.464484584953876
"TcCLB.509121.20",0.464030061360589
